Open,High,Low,Close,Adj Close,Volume,Return,Volatility,Market Capitalization,Compounded Daily Growth Rate
1387.95703125,1396.2774658203125,1376.5279541015625,1380.276611328125,1360.6451416015625,7002234,,,9707916193.380615,
1382.4710693359375,1408.9410400390625,1382.4710693359375,1403.7750244140625,1383.809326171875,8855158,0.017024423143218392,,12359197635.814453,1.0170244231432184
1401.6719970703125,1409.5810546875,1392.5286865234375,1405.466552734375,1385.476806640625,10492349,0.001204985336605846,,14700356670.54242,1.018249922660076
1389.7857666015625,1397.0089111328125,1369.67041015625,1372.87060546875,1353.3446044921875,12259588,-0.023192261105188683,,16959174303.561768,0.9946344045834055
1388.871337890625,1403.0435791015625,1383.842529296875,1393.99169921875,1374.1651611328125,8341811,0.01538462085637593,,11623838597.39264,1.0099364777886284
1385.214111328125,1402.997802734375,1380.6424560546875,1383.5225830078125,1363.8448486328125,8023951,-0.0075101711271342575,,11167896519.075378,1.0023516820129006
1406.7923583984375,1417.2156982421875,1400.072021484375,1415.3870849609375,1395.2562255859375,7491371,0.023031428864609405,,10552673761.10785,1.0254372734745023
1418.952880859375,1424.484619140625,1407.7523193359375,1415.0670166015625,1394.9407958984375,6239179,-0.00022613485934408484,,8835416614.78363,1.025205386360899
1412.6898193359375,1425.17041015625,1406.6094970703125,1411.4554443359375,1391.380615234375,9141191,-0.0025522270134588076,,12942920500.960144,1.0225888294794852
1408.0723876953125,1417.2156982421875,1391.477294921875,1398.3804931640625,1378.491455078125,7908267,-0.009263453001186694,,11105947055.48529,1.0131161259180634
1404.2779541015625,1407.98095703125,1388.1856689453125,1393.305908203125,1373.4891357421875,7908929,-0.0036289014225702187,,11057341658.509094,1.0094396273674906
1398.0147705078125,1411.1353759765625,1397.100341796875,1406.1522216796875,1386.1527099609375,6423987,0.009220023686779433,,9020034871.956116,1.0187466846421926
1420.4158935546875,1449.171630859375,1420.1416015625,1445.56005859375,1425.0001220703125,14731735,0.028025299328538367,,21134981086.016235,1.0472973654192461
1471.161376953125,1471.161376953125,1395.637451171875,1401.0777587890625,1381.1505126953125,16272925,-0.030771671879174733,,23325601160.083008,1.015070274530641
1397.6490478515625,1413.4212646484375,1391.6143798828125,1402.4949951171875,1382.5474853515625,9461360,0.0010115329568503029,,13269726022.871094,1.016097051566848
1411.729736328125,1414.244140625,1399.934814453125,1401.9920654296875,1382.0517578125,5161408,-0.00035859642226954147,,7262562886.0859375,1.0157326827994775
1404.8721923828125,1409.8553466796875,1390.42578125,1396.0489501953125,1376.1932373046875,5623869,-0.004239050548801471,,7874207113.324402,1.0114269406130207
1396.18603515625,1404.735107421875,1388.4599609375,1391.2030029296875,1371.4161376953125,7314222,-0.00347118721370554,,10215024409.642822,1.0079160883491676
1385.1226806640625,1393.8544921875,1376.0706787109375,1377.4879150390625,1357.896240234375,6693875,-0.009858437526186203,,9270766426.67389,0.9979796105605393
1379.3623046875,1380.6424560546875,1338.2174072265625,1345.669189453125,1326.5299072265625,12266118,-0.023099095998265207,,16674927954.23584,0.97492718373189
1347.7720947265625,1366.3787841796875,1338.6287841796875,1353.0753173828125,1333.830810546875,12373282,0.005503676525950185,0.23747635066643052,16734910727.722412,0.980292867587506
1352.298095703125,1352.9381103515625,1316.63916015625,1320.06787109375,1301.2928466796875,11201344,-0.024394389480777212,0.24151622208216172,14951426670.769531,0.9563792215703484
1328.525390625,1328.7540283203125,1286.6490478515625,1290.7177734375,1272.3599853515625,17375155,-0.022233779261616182,0.25032610993149057,22721516917.981567,0.9351152970675569
1252.54443359375,1280.0201416015625,1246.28125,1266.8079833984375,1248.7904052734375,15356145,-0.018524413726313527,0.24612504318546619,19397125241.567688,0.917792834422873
1280.0657958984375,1309.7816162109375,1278.0543212890625,1304.2042236328125,1285.65478515625,12691950,0.029520054123792994,0.2651891474089339,16422342163.476562,0.9448861285694655
1311.9759521484375,1328.342529296875,1307.7701416015625,1324.410888671875,1305.573974609375,9236050,0.015493482288209126,0.2726852004377167,12173634217.025757,0.959525705066831
1329.53125,1341.3260498046875,1316.7305908203125,1332.9141845703125,1313.9564208984375,7769288,0.006420436415291553,0.25843053430361307,10325603780.664062,0.9656862788450504
1326.69677734375,1327.93115234375,1305.94140625,1310.8331298828125,1292.1893310546875,6104606,-0.01656599872903164,0.26268593545631574,8039377112.213379,0.94968872117706
1305.6671142578125,1321.66796875,1289.62060546875,1312.6160888671875,1293.947021484375,7571238,0.0013601723543059663,0.2632768015895658,9885343641.04541,0.9509804615208013
1323.4051513671875,1340.5946044921875,1321.2564697265625,1328.296875,1309.4046630859375,6999908,0.011946208998813379,0.26783592382485955,9316356314.61621,0.9623410728679168
1331.4056396484375,1348.503662109375,1330.3541259765625,1344.3433837890625,1325.2230224609375,6766782,0.012080513845267093,0.27266630626794647,9063623330.489868,0.9739666475225669
1351.1551513671875,1351.1551513671875,1337.302978515625,1347.863525390625,1328.6929931640625,6782829,0.002618483970695751,0.27017234281896524,9117675884.327454,0.976516963577097
1350.697998046875,1372.8248291015625,1328.6168212890625,1360.161376953125,1340.8160400390625,10613920,0.009123959014274874,0.2499040214396321,14336442780.957031,0.9854266643295186
1361.44140625,1377.1221923828125,1348.000732421875,1351.6123046875,1332.388427734375,6574565,-0.006285336733186542,0.2278539304693684,8958248901.059265,0.9792329259183469
1349.463623046875,1349.463623046875,1332.5484619140625,1341.6917724609375,1322.609130859375,5563580,-0.0073397764966753876,0.22846453224840182,7460794397.823486,0.9720455751039208
1352.6180419921875,1377.396484375,1348.732177734375,1374.9735107421875,1355.4173583984375,7042204,0.024805800381561882,0.24768425046344666,9598977084.410645,0.9961579436017292
1368.756103515625,1378.813720703125,1356.6868896484375,1358.6527099609375,1339.328857421875,8446134,-0.011869901968104335,0.2505310103374852,11552202356.055542,0.9843336464664282
1343.8404541015625,1350.4693603515625,1316.2276611328125,1321.1650390625,1302.3743896484375,10685107,-0.02759179783295418,0.2674417191493565,14246971505.570923,0.957174111492952
1327.0625,1327.0625,1289.2091064453125,1295.0609130859375,1276.6414794921875,13872531,-0.019758414130520707,0.2733257487018849,18147154482.4162,0.938261869003061
1289.2091064453125,1291.3577880859375,1268.49951171875,1272.7510986328125,1254.649169921875,14681374,-0.01722684564694643,0.2683304161199123,18791111202.531372,0.9220985766093298
1269.09375,1274.39697265625,1251.721435546875,1267.4937744140625,1249.4664306640625,12527496,-0.0041306774155586146,0.2666233636030211,15822969127.145508,0.9182896848440109
1238.829345703125,1240.74951171875,1211.4908447265625,1214.828125,1197.5498046875,19657884,-0.041551012302532886,0.29064648223010403,24102928233.560303,0.8801338188517683
1239.01220703125,1251.721435546875,1189.6383056640625,1203.3990478515625,1186.283203125,14750247,-0.009407978719983556,0.2834424464399275,18005329599.358704,0.8718535386132731
1215.7882080078125,1237.9150390625,1208.747802734375,1227.8116455078125,1210.3487548828125,13699399,0.020286369429852957,0.2892931424882624,16758905244.124634,0.8895402815863065
1236.1778564453125,1237.8236083984375,1195.855712890625,1224.9315185546875,1207.509521484375,11052630,-0.002345740051955425,0.2652276433773935,13449278538.429565,0.8874536513199618
1236.3607177734375,1241.6181640625,1194.1185302734375,1198.827392578125,1181.776611328125,15255195,-0.021310681928866648,0.2633651768929705,18578819120.37506,0.8685414088300708
1161.2025146484375,1177.7977294921875,1134.7783203125,1162.1168212890625,1145.5882568359375,16867019,-0.030622065792236364,0.2749337915577159,19503132085.500305,0.8419448766655947
