Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Sector,Industry,Market,QuoteType,Dividend Yield,Debt-to-Equity Ratio,Current Ratio,Earning per Share,Variability Index
2006-09-26,59.0,59.79999923706055,52.0,53.54999923706055,44.54652786254883,2235,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.14999998532808745
2006-09-27,52.25,57.20000076293945,52.25,56.75,47.2085075378418,330,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.09473685670697518
2006-09-28,52.150001525878906,62.95000076293945,52.150001525878906,59.79999923706055,49.74570083618164,1400,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.2070948978151258
2006-09-29,59.0,59.650001525878906,57.5,59.5,49.496131896972656,900,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.03739133088485054
2006-10-03,58.95000076293945,61.0,58.95000076293945,61.0,50.74394226074219,1800,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.03477521985630466
2006-10-04,64.0,73.19999694824219,64.0,69.3499984741211,57.69003677368164,15900,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.14374995231628418
2006-10-05,74.0,74.25,67.0,68.6500015258789,57.107730865478516,22000,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.10820895522388059
2006-10-06,69.0999984741211,70.19999694824219,68.0,69.44999694824219,57.773223876953125,6800,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.03235289629767923
2006-10-09,69.0,74.80000305175781,69.0,69.05000305175781,57.44047927856445,4500,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.08405801524286685
2006-10-10,69.5,69.5,67.5,67.5,56.15107727050781,2800,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.02962962962962963
2006-10-11,68.5,69.80000305175781,68.0,68.75,57.190921783447266,2900,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.026470633114085478
2006-10-12,68.75,68.75,66.05000305175781,66.5,55.3192138671875,3000,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.0408780745418956
2006-10-13,67.0,67.75,66.25,66.25,55.11124801635742,3000,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.022641509433962263
2006-10-16,66.5,70.0,66.5,67.69999694824219,56.31745529174805,4200,LAKPRE,Industrials,Tools & Accessories,N/A,EQUITY,,,0.843,-57.51,0.05263157894736842
