Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Sector,Industry,Market,QuoteType,Dividend Yield,Debt-to-Equity Ratio,Current Ratio,Earning per Share,Variability Index
2010-04-16,12.399999618530273,14.100000381469727,9.220000267028809,12.760000228881836,12.237188339233398,368306200,GOENKA,Consumer Cyclical,Luxury Goods,N/A,EQUITY,,76.255,,-0.09,0.5292841619421691
2010-04-19,12.135000228881836,12.229999542236328,11.255000114440918,11.420000076293945,10.952092170715332,71033210,GOENKA,Consumer Cyclical,Luxury Goods,N/A,EQUITY,,76.255,,-0.09,0.0866281135390146
2010-04-20,11.46500015258789,12.0,11.199999809265137,11.744999885559082,11.263774871826172,33281810,GOENKA,Consumer Cyclical,Luxury Goods,N/A,EQUITY,,76.255,,-0.09,0.07142858967489157
2010-04-21,11.8100004196167,11.864999771118164,10.779999732971191,10.960000038146973,10.510939598083496,33612450,GOENKA,Consumer Cyclical,Luxury Goods,N/A,EQUITY,,76.255,,-0.09,0.10064935668119207
2010-04-22,11.079999923706055,11.119999885559082,10.364999771118164,10.524999618530273,10.093761444091797,40589850,GOENKA,Consumer Cyclical,Luxury Goods,N/A,EQUITY,,76.255,,-0.09,0.07284130546193629
2010-04-23,10.5,11.0,10.5,10.895000457763672,10.448602676391602,17193970,GOENKA,Consumer Cyclical,Luxury Goods,N/A,EQUITY,,76.255,,-0.09,0.047619047619047616
2010-04-26,11.020000457763672,11.399999618530273,10.829999923706055,11.279999732971191,10.817828178405762,12161130,GOENKA,Consumer Cyclical,Luxury Goods,N/A,EQUITY,,76.255,,-0.09,0.05263155113939866
2010-04-27,11.25,11.479999542236328,11.03499984741211,11.3100004196167,10.846599578857422,10490890,GOENKA,Consumer Cyclical,Luxury Goods,N/A,EQUITY,,76.255,,-0.09,0.040326207610105094
2010-04-28,11.0,11.149999618530273,10.675000190734863,10.78499984741211,10.343109130859375,3132290,GOENKA,Consumer Cyclical,Luxury Goods,N/A,EQUITY,,76.255,,-0.09,0.04449643272209734
2010-04-29,10.880000114440918,10.994999885559082,10.600000381469727,10.720000267028809,10.280773162841797,3286800,GOENKA,Consumer Cyclical,Luxury Goods,N/A,EQUITY,,76.255,,-0.09,0.03726410281832343
2010-04-30,10.800000190734863,10.869999885559082,10.600000381469727,10.65999984741211,10.223231315612793,3256530,GOENKA,Consumer Cyclical,Luxury Goods,N/A,EQUITY,,76.255,,-0.09,0.02547165041251811
2010-05-03,10.699999809265137,10.789999961853027,10.520000457763672,10.579999923706055,10.146509170532227,1376990,GOENKA,Consumer Cyclical,Luxury Goods,N/A,EQUITY,,76.255,,-0.09,0.02566535098295534
