Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Sector,Industry,Market,QuoteType,Dividend Yield,Debt-to-Equity Ratio,Current Ratio,Earning per Share,Variability Index
2002-07-01,5.989999771118164,6.400000095367432,5.989999771118164,6.340000152587891,0.8778029084205627,7158,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.06844746910111017
2002-07-02,6.320000171661377,6.5,6.320000171661377,6.429999828338623,0.8902637362480164,2430,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.028480984723028163
2002-07-03,6.309999942779541,6.400000095367432,6.150000095367432,6.15500020980835,0.8521887063980103,3700,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.040650405873703284
2002-07-04,6.550000190734863,6.590000152587891,5.809999942779541,6.09499979019165,0.8438814282417297,6912,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.1342513283115787
2002-07-05,6.389999866485596,6.389999866485596,6.199999809265137,6.355000019073486,0.8798792958259583,5850,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.03064517146218735
2002-07-08,6.409999847412109,6.994999885559082,6.409999847412109,6.994999885559082,0.968490719795227,27400,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.09126365866968827
2002-07-09,6.710000038146973,7.695000171661377,6.710000038146973,7.675000190734863,1.0626397132873535,50474,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.14679584618697275
2002-07-10,7.989999771118164,7.989999771118164,6.949999809265137,7.014999866485596,0.9712598323822021,18470,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.14964028638771898
2002-07-11,7.0,7.099999904632568,6.869999885559082,6.914999961853027,0.9574141502380371,5178,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.03347889707494062
2002-07-12,6.989999771118164,7.190000057220459,6.755000114440918,7.105000019073486,0.9837205410003662,8130,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.06439673359140188
2002-07-15,6.90500020980835,7.0,6.860000133514404,6.965000152587891,0.9643368124961853,1934,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.02040814340536656
2002-07-16,6.704999923706055,7.099999904632568,6.614999771118164,6.894999980926514,0.954645037651062,6548,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.07331823889578494
2002-07-17,6.800000190734863,7.244999885559082,6.800000190734863,7.070000171661377,0.9788748621940613,11100,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.06544112975622261
2002-07-18,7.224999904632568,7.619999885559082,7.224999904632568,7.375,1.0211035013198853,27932,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.05467127835852915
2002-07-19,7.195000171661377,7.800000190734863,6.699999809265137,6.880000114440918,0.9525684118270874,12620,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.16417916608722646
2002-07-22,6.800000190734863,7.275000095367432,6.599999904632568,6.605000019073486,0.9144931435585022,6420,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.10227275764975054
2002-07-23,6.599999904632568,6.900000095367432,6.5,6.784999847412109,0.9394149780273438,3200,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.0615384762103741
2002-07-24,6.599999904632568,6.699999809265137,6.599999904632568,6.699999809265137,0.9276463985443115,4530,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.015151500920837589
2002-07-25,6.599999904632568,6.775000095367432,6.215000152587891,6.304999828338623,0.8729567527770996,13480,NRBBEARING,Consumer Cyclical,Auto Parts,N/A,EQUITY,0.0146,20.369,2.533,24.71,0.09010457426076815
