Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Sector,Industry,Market,QuoteType,Dividend Yield,Debt-to-Equity Ratio,Current Ratio,Earning per Share,Variability Index
2023-10-26,477.25,483.70001220703125,450.0,473.1499938964844,473.1499938964844,5429213,IRMENERGY,Utilities,Utilities - Regulated Gas,N/A,EQUITY,0.0032,24.623,3.412,24.49,0.074888916015625
2023-10-27,478.0,495.95001220703125,477.95001220703125,482.1499938964844,482.1499938964844,1272674,IRMENERGY,Utilities,Utilities - Regulated Gas,N/A,EQUITY,0.0032,24.623,3.412,24.49,0.037660842222560775
2023-10-30,485.5,485.79998779296875,470.0,472.6000061035156,472.6000061035156,687495,IRMENERGY,Utilities,Utilities - Regulated Gas,N/A,EQUITY,0.0032,24.623,3.412,24.49,0.03361699530418883
2023-10-31,472.04998779296875,476.79998779296875,460.25,462.6499938964844,462.6499938964844,552939,IRMENERGY,Utilities,Utilities - Regulated Gas,N/A,EQUITY,0.0032,24.623,3.412,24.49,0.03595869156538566
2023-11-01,463.5,464.6499938964844,443.0,444.1000061035156,444.1000061035156,449088,IRMENERGY,Utilities,Utilities - Regulated Gas,N/A,EQUITY,0.0032,24.623,3.412,24.49,0.0488713180507548
2023-11-02,446.0,459.75,446.0,453.1000061035156,453.1000061035156,446624,IRMENERGY,Utilities,Utilities - Regulated Gas,N/A,EQUITY,0.0032,24.623,3.412,24.49,0.030829596412556053
2023-11-03,456.5,456.5,447.79998779296875,449.3500061035156,449.3500061035156,173842,IRMENERGY,Utilities,Utilities - Regulated Gas,N/A,EQUITY,0.0032,24.623,3.412,24.49,0.019428344002218965
2023-11-06,455.0,472.6000061035156,455.0,466.25,466.25,541066,IRMENERGY,Utilities,Utilities - Regulated Gas,N/A,EQUITY,0.0032,24.623,3.412,24.49,0.03868133209563874
2023-11-07,467.8999938964844,478.29998779296875,461.6499938964844,471.70001220703125,471.70001220703125,417476,IRMENERGY,Utilities,Utilities - Regulated Gas,N/A,EQUITY,0.0032,24.623,3.412,24.49,0.03606627123711778
2023-11-08,472.0,474.95001220703125,468.0,470.25,470.25,205060,IRMENERGY,Utilities,Utilities - Regulated Gas,N/A,EQUITY,0.0032,24.623,3.412,24.49,0.014850453433827458
